Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
46.0,1,6.0,2,3.0,3.0,1.0,0,5,1,0.0,34627.0,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True
44.0,1,17.0,3,4.0,3.0,2.0,0,5,0,1.0,21133.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
37.0,1,19.0,3,5.0,3.0,2.0,0,1,1,1.0,27536.0,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
33.0,3,11.0,3,4.0,4.0,4.0,0,3,1,2.0,22609.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
34.0,3,16.0,2,3.0,3.0,2.0,1,1,0,1.0,17220.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
46.0,1,7.0,4,4.0,4.0,3.0,0,3,1,2.0,26119.0,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False
29.0,1,23.0,3,4.0,3.0,3.0,0,3,0,1.0,20822.0,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
38.0,3,28.0,3,4.0,3.0,7.0,0,2,1,2.0,21651.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
31.0,1,15.0,4,2.0,5.0,2.0,1,2,0,3.0,30094.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
37.0,1,7.0,4,6.0,5.0,4.0,1,2,1,3.0,28930.0,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False
59.0,1,9.0,3,5.0,3.0,2.0,1,2,0,1.0,21058.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
46.0,1,16.0,3,4.0,4.0,2.0,0,4,1,1.0,21026.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
43.0,1,33.0,3,4.0,5.0,5.0,1,3,0,1.0,31869.0,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
30.0,1,30.0,3,4.0,3.0,2.0,0,3,1,1.0,20879.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
20.0,3,15.0,2,3.0,3.0,2.0,1,4,1,0.0,17323.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
32.0,1,30.0,4,5.0,3.0,2.0,0,3,0,2.0,24260.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
22.0,1,14.0,3,3.0,5.0,2.0,1,3,0,1.0,17398.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
35.0,3,14.0,3,3.0,3.0,2.0,0,3,0,0.0,17572.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
37.0,1,16.0,2,3.0,5.0,1.0,1,3,1,0.0,17782.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
41.0,2,6.0,2,4.0,3.0,2.0,0,1,1,1.0,34189.0,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
24.0,3,9.0,4,4.0,5.0,5.0,0,3,1,3.0,21000.0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
35.0,1,16.0,3,5.0,4.0,3.0,0,2,1,2.0,27299.0,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
25.0,1,13.0,3,4.0,3.0,2.0,0,1,0,2.0,17889.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
28.0,1,9.0,3,4.0,4.0,2.0,0,5,1,2.0,22146.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
28.0,1,12.0,2,4.0,3.0,2.0,1,4,1,1.0,17703.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
32.0,1,8.0,2,4.0,5.0,5.0,0,4,0,1.0,17176.0,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False
32.0,3,8.0,2,4.0,4.0,1.0,1,1,1,0.0,24907.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
36.0,1,9.0,3,5.0,4.0,4.0,0,4,1,1.0,28952.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
21.0,1,11.0,3,3.0,3.0,2.0,0,1,1,1.0,18117.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
33.0,3,11.0,2,3.0,3.0,2.0,1,1,0,1.0,17851.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
30.0,1,27.0,3,4.0,3.0,3.0,0,3,1,2.0,22490.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
45.0,3,15.0,3,4.0,3.0,2.0,0,3,1,2.0,20593.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
35.0,1,9.0,3,5.0,5.0,3.0,0,2,1,2.0,23059.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
39.0,1,19.0,3,4.0,4.0,7.0,1,3,1,2.0,32123.0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False
35.0,2,30.0,3,4.0,5.0,2.0,1,3,1,1.0,28628.0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
33.0,3,7.0,3,4.0,3.0,3.0,0,5,1,1.0,29100.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
32.0,3,7.0,3,4.0,4.0,3.0,1,5,1,2.0,20980.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
35.0,1,6.0,3,3.0,5.0,5.0,0,1,0,1.0,17194.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
24.0,1,10.0,2,4.0,3.0,1.0,0,3,0,0.0,18162.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
36.0,1,22.0,2,1.0,5.0,2.0,0,2,1,0.0,17743.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
27.0,2,27.0,4,4.0,4.0,2.0,1,3,0,2.0,20826.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
31.0,3,22.0,3,3.0,3.0,3.0,0,5,1,0.0,23161.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
36.0,3,7.0,4,4.0,3.0,3.0,0,4,0,3.0,23537.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
36.0,3,7.0,3,4.0,3.0,2.0,0,3,0,2.0,23395.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
53.0,1,29.0,3,3.0,3.0,7.0,0,5,1,1.0,29275.0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
34.0,3,14.0,2,4.0,4.0,2.0,0,4,0,1.0,22980.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
55.0,3,19.0,2,1.0,3.0,7.0,1,3,1,1.0,28695.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False
46.0,1,11.0,3,4.0,4.0,3.0,0,4,1,2.0,23125.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
35.0,1,26.0,3,5.0,3.0,3.0,0,4,1,2.0,21607.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
38.0,2,15.0,3,4.0,4.0,4.0,0,3,1,2.0,22749.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
32.0,3,16.0,2,3.0,3.0,2.0,0,4,0,1.0,20396.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
45.0,1,15.0,2,3.0,4.0,1.0,0,4,1,0.0,17348.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
27.0,1,18.0,3,4.0,5.0,3.0,1,3,1,1.0,23419.0,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False
24.0,3,14.0,3,4.0,3.0,3.0,1,1,1,1.0,20953.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
25.0,3,11.0,3,4.0,3.0,3.0,1,5,1,1.0,22840.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
49.0,1,11.0,3,3.0,3.0,3.0,0,3,0,0.0,21651.0,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False
45.0,1,13.0,3,3.0,5.0,2.0,0,1,1,0.0,20210.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
38.0,1,29.0,2,3.0,3.0,1.0,0,3,0,1.0,20745.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
31.0,3,12.0,3,5.0,3.0,5.0,1,3,1,1.0,21172.0,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False
23.0,1,11.0,4,5.0,3.0,7.0,0,5,0,1.0,22572.0,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
41.0,1,20.0,2,3.0,3.0,5.0,0,4,1,1.0,17451.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
39.0,3,16.0,4,5.0,4.0,2.0,0,4,0,3.0,21577.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
48.0,1,21.0,4,4.0,4.0,2.0,0,3,0,3.0,24145.0,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
27.0,1,30.0,3,4.0,3.0,3.0,0,3,0,1.0,21564.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
25.0,2,8.0,2,3.0,4.0,5.0,0,4,0,0.0,17187.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
33.0,1,7.0,4,4.0,4.0,3.0,0,3,1,1.0,24898.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
43.0,1,7.0,4,4.0,5.0,5.0,0,3,0,3.0,21254.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
40.0,3,34.0,2,5.0,5.0,4.0,0,5,0,1.0,25932.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
60.0,3,7.0,3,5.0,3.0,2.0,0,5,1,1.0,24151.0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
44.0,3,7.0,3,3.0,3.0,4.0,0,3,1,1.0,22978.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
39.0,1,8.0,3,3.0,3.0,1.0,0,1,1,2.0,25938.0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
38.0,1,17.0,4,2.0,3.0,5.0,0,4,1,3.0,23358.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
37.0,1,25.0,4,4.0,3.0,3.0,0,3,0,2.0,20831.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
32.0,3,9.0,3,4.0,3.0,2.0,0,4,1,1.0,21745.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
29.0,1,10.0,3,4.0,5.0,2.0,0,4,0,0.0,17109.0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
47.0,3,33.0,3,1.0,3.0,5.0,1,4,1,2.0,21397.0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
42.0,1,7.0,4,4.0,3.0,5.0,0,1,0,1.0,21460.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
43.0,1,20.0,4,2.0,5.0,7.0,0,4,1,1.0,24216.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
32.0,3,36.0,4,5.0,3.0,3.0,0,3,1,1.0,24146.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
36.0,1,35.0,3,2.0,3.0,3.0,0,5,1,1.0,22085.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
26.0,3,34.0,3,3.0,4.0,2.0,0,3,1,0.0,21272.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
50.0,1,15.0,3,4.0,4.0,6.0,0,4,0,2.0,26081.0,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
28.0,2,29.0,3,5.0,4.0,3.0,0,1,1,1.0,21541.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
42.0,1,13.0,3,4.0,5.0,4.0,1,4,1,1.0,23399.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
19.0,2,8.0,2,4.0,3.0,2.0,0,3,0,0.0,17564.0,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False
40.0,1,15.0,3,4.0,3.0,3.0,0,1,1,2.0,22433.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
41.0,1,11.0,2,1.0,4.0,4.0,0,5,1,0.0,21870.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
30.0,1,9.0,4,4.0,4.0,2.0,0,4,1,1.0,21381.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
28.0,1,31.0,4,5.0,3.0,3.0,1,3,1,2.0,21212.0,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
27.0,1,12.0,2,4.0,3.0,2.0,0,2,1,1.0,17539.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
42.0,3,18.0,2,3.0,5.0,1.0,1,5,1,1.0,28758.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
38.0,1,16.0,3,3.0,3.0,1.0,0,5,0,0.0,17684.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
46.0,1,11.0,3,4.0,4.0,3.0,0,4,1,1.0,23125.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
31.0,1,31.0,4,4.0,3.0,3.0,0,2,0,2.0,21371.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
48.0,3,21.0,3,4.0,5.0,4.0,0,1,1,2.0,23638.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
32.0,1,27.0,4,4.0,3.0,5.0,0,3,1,1.0,28502.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
37.0,1,12.0,4,4.0,4.0,2.0,0,1,1,2.0,24592.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
30.0,1,32.0,4,5.0,4.0,7.0,0,3,0,3.0,21224.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
29.0,1,9.0,4,5.0,4.0,2.0,0,2,0,3.0,21879.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
35.0,1,22.0,3,4.0,4.0,2.0,0,1,1,2.0,23606.0,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
49.0,1,14.0,2,3.0,4.0,5.0,0,4,0,0.0,22403.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
24.0,1,24.0,2,3.0,3.0,1.0,0,4,1,0.0,17774.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
49.0,1,7.0,3,2.0,3.0,4.0,0,2,0,1.0,35563.0,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False
42.0,1,14.0,3,2.0,3.0,3.0,0,3,1,2.0,22054.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
31.0,1,13.0,2,3.0,3.0,4.0,0,3,0,1.0,20915.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
40.0,3,8.0,3,3.0,4.0,4.0,0,3,1,1.0,20677.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
35.0,1,16.0,3,4.0,3.0,2.0,0,5,1,2.0,27178.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
39.0,3,9.0,3,4.0,4.0,2.0,0,4,1,1.0,26029.0,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False
25.0,3,31.0,3,4.0,3.0,2.0,0,4,0,2.0,21078.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
36.0,1,15.0,3,3.0,3.0,3.0,0,5,1,2.0,20947.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
27.0,3,7.0,3,4.0,3.0,3.0,0,5,1,1.0,23974.0,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False
27.0,1,9.0,3,2.0,3.0,3.0,0,3,1,2.0,24150.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
38.0,1,15.0,3,3.0,5.0,5.0,0,3,0,2.0,21893.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
29.0,1,13.0,2,3.0,5.0,4.0,0,4,0,0.0,17062.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
31.0,1,27.0,3,4.0,5.0,2.0,0,4,0,2.0,28635.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
50.0,1,25.0,4,4.0,3.0,3.0,1,2,0,2.0,25482.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
35.0,1,24.0,2,1.0,5.0,2.0,0,3,0,1.0,20208.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
55.0,1,8.0,3,3.0,3.0,3.0,1,5,0,0.0,31659.0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
35.0,1,31.0,2,3.0,3.0,2.0,1,3,0,1.0,25388.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
31.0,3,11.0,2,3.0,4.0,2.0,0,3,0,1.0,17789.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
35.0,3,14.0,3,3.0,3.0,2.0,0,3,1,2.0,17572.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
58.0,1,27.0,3,3.0,4.0,5.0,0,3,1,1.0,25008.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
32.0,1,8.0,3,3.0,5.0,2.0,0,1,1,1.0,17439.0,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False
45.0,1,24.0,4,6.0,3.0,4.0,0,4,1,1.0,20968.0,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
31.0,3,14.0,4,4.0,5.0,2.0,0,3,1,1.0,23457.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
29.0,3,33.0,2,3.0,3.0,2.0,0,3,1,1.0,22639.0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
34.0,1,10.0,4,4.0,5.0,3.0,1,5,1,3.0,22026.0,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
36.0,3,7.0,4,4.0,3.0,3.0,0,5,1,1.0,27467.0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
58.0,1,6.0,2,5.0,3.0,3.0,1,2,1,1.0,20660.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
55.0,3,15.0,2,5.0,4.0,2.0,0,1,1,1.0,34187.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
29.0,1,15.0,4,4.0,3.0,3.0,0,4,0,2.0,21988.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
40.0,3,28.0,3,5.0,3.0,5.0,1,1,0,2.0,24798.0,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False
36.0,3,25.0,4,4.0,5.0,2.0,0,3,0,1.0,20822.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
44.0,1,14.0,3,1.0,3.0,3.0,1,3,1,0.0,17818.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
49.0,1,22.0,3,3.0,5.0,5.0,1,1,1,1.0,17587.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
31.0,3,33.0,3,5.0,5.0,7.0,0,2,0,2.0,25374.0,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
36.0,1,30.0,3,5.0,3.0,5.0,1,4,1,1.0,24594.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
33.0,1,12.0,3,2.0,3.0,5.0,1,1,0,2.0,21110.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
41.0,1,19.0,3,4.0,5.0,4.0,0,1,1,2.0,23126.0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
34.0,1,21.0,4,4.0,4.0,3.0,0,5,1,2.0,21434.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
44.0,1,34.0,3,4.0,5.0,2.0,0,4,1,1.0,29498.0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
28.0,1,9.0,3,4.0,5.0,3.0,0,3,1,2.0,21019.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
37.0,3,17.0,3,4.0,3.0,3.0,0,2,1,2.0,28658.0,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
57.0,1,16.0,4,4.0,3.0,4.0,0,2,0,1.0,21620.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
32.0,1,11.0,2,4.0,3.0,1.0,0,1,0,1.0,24679.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
39.0,1,36.0,3,4.0,3.0,3.0,0,3,1,1.0,21084.0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
29.0,1,7.0,3,5.0,4.0,3.0,0,4,1,1.0,21274.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
29.0,1,28.0,3,4.0,3.0,3.0,0,2,0,1.0,21391.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
35.0,3,8.0,3,3.0,3.0,2.0,0,1,1,2.0,17014.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
21.0,3,18.0,2,1.0,4.0,2.0,0,5,0,1.0,17716.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
55.0,1,24.0,3,3.0,4.0,4.0,1,5,1,2.0,21385.0,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False
19.0,1,15.0,2,3.0,5.0,2.0,0,3,0,0.0,17552.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
48.0,1,6.0,3,4.0,3.0,1.0,1,5,0,2.0,20381.0,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
50.0,3,6.0,3,3.0,3.0,1.0,0,1,0,1.0,21347.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
29.0,2,15.0,4,5.0,3.0,3.0,0,2,0,2.0,23614.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
30.0,1,28.0,3,3.0,5.0,3.0,0,5,1,2.0,28658.0,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
34.0,1,21.0,3,4.0,3.0,7.0,1,2,0,2.0,21114.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
51.0,1,8.0,2,5.0,4.0,6.0,0,2,0,0.0,20482.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
36.0,3,9.0,3,4.0,3.0,1.0,0,3,1,0.0,22644.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
33.0,1,20.0,2,3.0,3.0,6.0,1,1,1,1.0,17436.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
46.0,1,13.0,3,3.0,3.0,7.0,0,1,1,1.0,25845.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
49.0,1,7.0,4,5.0,3.0,2.0,1,5,0,3.0,24059.0,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
53.0,3,14.0,4,4.0,3.0,4.0,1,4,1,3.0,27124.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
36.0,3,9.0,2,4.0,3.0,5.0,0,1,0,0.0,24699.0,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False
32.0,3,14.0,3,4.0,4.0,2.0,1,2,1,0.0,20228.0,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
42.0,1,32.0,2,3.0,5.0,4.0,1,3,0,0.0,28191.0,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
30.0,1,17.0,4,4.0,4.0,2.0,0,5,0,1.0,21969.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
35.0,3,28.0,4,3.0,3.0,3.0,0,3,1,1.0,24015.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
35.0,1,33.0,4,5.0,3.0,3.0,0,1,1,1.0,20707.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
33.0,3,15.0,3,2.0,3.0,3.0,0,5,0,1.0,24887.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
28.0,1,8.0,2,4.0,5.0,1.0,0,4,0,0.0,17561.0,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
55.0,1,17.0,4,4.0,5.0,8.0,1,1,0,1.0,23118.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
40.0,1,7.0,4,5.0,3.0,3.0,0,3,0,2.0,31420.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
33.0,3,9.0,3,5.0,4.0,2.0,1,1,1,1.0,28585.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
27.0,1,22.0,2,3.0,4.0,1.0,0,1,1,0.0,17811.0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
19.0,2,8.0,2,4.0,3.0,2.0,0,3,1,1.0,17564.0,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False
45.0,1,30.0,4,4.0,4.0,6.0,0,3,1,1.0,20720.0,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False
52.0,3,9.0,2,4.0,5.0,2.0,0,5,1,0.0,31856.0,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False
30.0,1,23.0,3,3.0,5.0,2.0,1,4,0,2.0,26916.0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
55.0,1,9.0,3,4.0,3.0,2.0,0,4,0,1.0,32227.0,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False
36.0,2,19.0,2,3.0,4.0,5.0,0,3,1,0.0,17143.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
46.0,1,27.0,4,4.0,3.0,2.0,1,3,1,2.0,32174.0,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False
32.0,3,27.0,4,2.0,3.0,2.0,0,5,1,2.0,21469.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
29.0,1,10.0,4,4.0,4.0,2.0,0,4,0,1.0,26333.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
33.0,1,12.0,3,2.0,3.0,5.0,0,5,1,2.0,21990.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
33.0,1,7.0,3,4.0,3.0,3.0,1,4,1,2.0,24840.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
52.0,1,34.0,2,1.0,3.0,3.0,1,4,0,0.0,28247.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
36.0,1,12.0,4,4.0,4.0,2.0,0,3,1,2.0,26773.0,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
38.0,1,9.0,4,5.0,3.0,7.0,0,2,0,2.0,23841.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
37.0,1,13.0,3,6.0,3.0,3.0,0,2,0,1.0,21419.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
44.0,1,35.0,4,2.0,3.0,6.0,0,3,0,3.0,23417.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
30.0,3,34.0,3,4.0,3.0,3.0,0,3,0,1.0,26317.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
41.0,3,29.0,4,5.0,3.0,4.0,1,3,1,1.0,25058.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
31.0,1,15.0,4,2.0,5.0,2.0,1,1,0,3.0,30094.0,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
48.0,1,10.0,3,4.0,3.0,1.0,0,5,1,0.0,25999.0,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
36.0,3,15.0,4,5.0,3.0,6.0,1,5,1,3.0,29055.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
53.0,1,13.0,2,3.0,3.0,4.0,0,1,1,1.0,33606.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
39.0,3,21.0,4,4.0,4.0,2.0,0,5,1,3.0,28602.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
50.0,1,15.0,4,5.0,4.0,3.0,0,3,1,3.0,23808.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
